sequence_num	token	bio_only	token_indices	upos	pos_indices	char_list	prediction
410	was	O	71.0	AUX	2.0	[24, 26, 69]	O
410	so	O	79.0	ADV	5.0	[69, 13]	O
410	nice	O	158.0	ADJ	11.0	[40, 32, 0, 49]	O
410	meeting	O	286.0	NOUN	0.0	[72, 49, 49, 67, 32, 40, 35]	O
410	you	O	156.0	PRON	1.0	[79, 13, 50]	O
410	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
410	Jonyeee	B	14801.0	PROPN	9.0	[27, 13, 40, 79, 49, 49, 49]	B
410	!	O	81.0	PUNCT	8.0	[65]	O
410	I	O	7.0	PRON	1.0	[36]	O
410	watch	O	2221.0	VERB	14.0	[24, 26, 67, 0, 31]	O
410	you	O	156.0	PRON	1.0	[79, 13, 50]	O
410	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
410	Desi	B	14801.0	PROPN	9.0	[77, 49, 69, 32]	B
410	everyday	O	2633.0	ADV	5.0	[49, 33, 49, 90, 79, 30, 26, 79]	O
410	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
410	to	O	35.0	ADP	4.0	[67, 13]	O
410	finally	O	679.0	ADV	5.0	[41, 32, 40, 26, 43, 43, 79]	O
410	meet	O	1064.0	X	6.0	[72, 49, 49, 67]	O
410	you	O	156.0	PRON	1.0	[79, 13, 50]	O
410	was	O	71.0	AUX	2.0	[24, 26, 69]	O
410	freaking	O	6609.0	VERB	14.0	[41, 90, 49, 26, 2, 32, 40, 35]	O
410	awesomeeee	O	14801.0	NOUN	0.0	[26, 24, 49, 69, 13, 72, 49, 49, 49, 49]	O
410	!	O	81.0	PUNCT	8.0	[65]	O
410	!	O	81.0	PUNCT	8.0	[65]	O
410	You	O	151.0	PRON	1.0	[16, 13, 50]	O
410	are	O	193.0	AUX	2.0	[26, 90, 49]	O
410	beautiful	O	3104.0	ADJ	11.0	[22, 49, 26, 50, 67, 32, 41, 50, 43]	O
410	girl	O	3040.0	NOUN	0.0	[35, 32, 90, 43]	O
410	!	O	81.0	PUNCT	8.0	[65]	O
410	#	O	9143.0	NOUN	0.0	[71]	O
410	snapfam	O	14801.0	NOUN	0.0	[69, 40, 26, 9, 41, 26, 72]	O
411	tfw	O	14801.0	NOUN	0.0	[67, 41, 24]	O
411	a	O	74.0	DET	3.0	[26]	O
411	Legendary	B	14801.0	PROPN	9.0	[47, 49, 35, 49, 40, 30, 26, 90, 79]	B
411	Skin	I	14368.0	NOUN	0.0	[25, 2, 32, 40]	O
411	is	O	52.0	AUX	2.0	[32, 69]	O
411	better	O	3196.0	ADJ	11.0	[22, 49, 67, 67, 49, 90]	O
411	then	O	389.0	ADV	5.0	[67, 31, 49, 40]	O
411	a	O	74.0	DET	3.0	[26]	O
411	Ultimate	B	6425.0	PROPN	9.0	[83, 43, 67, 32, 72, 26, 67, 49]	B
411	skin	I	1998.0	NOUN	0.0	[69, 2, 32, 40]	O
411	.	O	13.0	PUNCT	8.0	[4]	O
412	thank	O	509.0	VERB	14.0	[67, 31, 26, 40, 2]	O
412	you	O	156.0	PRON	1.0	[79, 13, 50]	O
412	for	O	10.0	ADP	4.0	[41, 13, 90]	O
412	your	O	162.0	PRON	1.0	[79, 13, 50, 90]	O
412	service	O	231.0	NOUN	0.0	[69, 49, 90, 33, 32, 0, 49]	O
412	to	O	35.0	ADP	4.0	[67, 13]	O
412	your	O	162.0	PRON	1.0	[79, 13, 50, 90]	O
412	community	O	7176.0	NOUN	0.0	[0, 13, 72, 72, 50, 40, 32, 67, 79]	O
412	.	O	13.0	PUNCT	8.0	[4]	O
412	.	O	13.0	PUNCT	8.0	[4]	O
412	G-D	O	14801.0	SYM	10.0	[12, 37, 77]	O
412	speed	O	8347.0	NOUN	0.0	[69, 9, 49, 49, 30]	O
412	,	O	61.0	PUNCT	8.0	[1]	O
412	,	O	61.0	PUNCT	8.0	[1]	O
413	Hope	O	982.0	VERB	14.0	[54, 13, 9, 49]	O
413	those	O	4921.0	PRON	1.0	[67, 31, 13, 69, 49]	O
413	refugees	O	14801.0	NOUN	0.0	[90, 49, 41, 50, 35, 49, 49, 69]	O
413	can	O	381.0	AUX	2.0	[0, 26, 40]	O
413	benefit	O	7353.0	NOUN	0.0	[22, 49, 40, 49, 41, 32, 67]	O
413	.	O	13.0	PUNCT	8.0	[4]	O
413	A	O	249.0	DET	3.0	[21]	O
413	goldmine	O	14801.0	INTJ	13.0	[35, 13, 43, 30, 72, 32, 40, 49]	O
413	of	O	45.0	ADP	4.0	[13, 41]	O
413	potential	O	14801.0	NOUN	0.0	[9, 13, 67, 49, 40, 67, 32, 26, 43]	O
413	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
413	would	O	1374.0	AUX	2.0	[24, 13, 50, 43, 30]	O
413	'	O	573.0	PUNCT	8.0	[74]	O
413	ve	O	12927.0	NOUN	0.0	[33, 49]	O
413	lost	O	1899.0	VERB	14.0	[43, 13, 69, 67]	O
413	in	O	91.0	ADP	4.0	[32, 40]	O
413	Syria	B	14801.0	PROPN	9.0	[25, 79, 90, 32, 26]	B
413	.	O	13.0	PUNCT	8.0	[4]	O
414	if	O	182.0	SCONJ	17.0	[32, 41]	O
414	you	O	156.0	PRON	1.0	[79, 13, 50]	O
414	do	O	421.0	VERB	14.0	[30, 13]	O
414	n	O	489.0	PART	15.0	[40]	O
414	'	O	573.0	PUNCT	8.0	[74]	O
414	t	O	5427.0	NOUN	0.0	[67]	O
414	like	O	141.0	INTJ	13.0	[43, 32, 2, 49]	O
414	Trump	B	8882.0	X	6.0	[73, 90, 50, 72, 9]	B
414	,	O	61.0	PUNCT	8.0	[1]	O
414	your	O	162.0	PRON	1.0	[79, 13, 50, 90]	O
414	the	O	3.0	DET	3.0	[67, 31, 49]	O
414	minority	O	14801.0	NOUN	0.0	[72, 32, 40, 13, 90, 32, 67, 79]	O
414	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
414	all	O	335.0	DET	3.0	[26, 43, 43]	O
414	you	O	156.0	PRON	1.0	[79, 13, 50]	O
414	do	O	421.0	VERB	14.0	[30, 13]	O
414	is	O	52.0	AUX	2.0	[32, 69]	O
414	whine	O	14801.0	PRON	1.0	[24, 31, 32, 40, 49]	O
414	.	O	13.0	PUNCT	8.0	[4]	O
415	hopefully	O	460.0	ADV	5.0	[31, 13, 9, 49, 41, 50, 43, 43, 79]	O
415	rep	B	14801.0	NOUN	0.0	[90, 49, 9]	O
415	of	I	45.0	ADP	4.0	[13, 41]	O
415	ireland	I	14801.0	PROPN	9.0	[32, 90, 49, 43, 26, 40, 30]	B
415	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
415	supporters	O	14801.0	NOUN	0.0	[69, 50, 9, 9, 13, 90, 67, 49, 90, 69]	O
415	like	O	141.0	INTJ	13.0	[43, 32, 2, 49]	O
415	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
415	crowd	O	6192.0	NOUN	0.0	[0, 90, 13, 24, 30]	O
415	at	O	55.0	ADP	4.0	[26, 67]	O
415	the	O	3.0	DET	3.0	[67, 31, 49]	O
415	euros	O	14801.0	NOUN	0.0	[49, 50, 90, 13, 69]	O
415	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
415	will	O	426.0	AUX	2.0	[24, 32, 43, 43]	O
415	not	O	556.0	PART	15.0	[40, 13, 67]	O
415	only	O	448.0	ADV	5.0	[13, 40, 43, 79]	O
415	drink	O	1449.0	NOUN	0.0	[30, 90, 32, 40, 2]	O
415	the	O	3.0	DET	3.0	[67, 31, 49]	O
415	town	O	1475.0	NOUN	0.0	[67, 13, 24, 40]	O
415	dry	O	6326.0	ADJ	11.0	[30, 90, 79]	O
415	but	O	92.0	CCONJ	16.0	[22, 50, 67]	O
415	do	O	421.0	VERB	14.0	[30, 13]	O
415	the	O	3.0	DET	3.0	[67, 31, 49]	O
415	country	O	4102.0	NOUN	0.0	[0, 13, 50, 40, 67, 90, 79]	O
415	proud	O	5765.0	ADJ	11.0	[9, 90, 13, 50, 30]	O
415	not	O	556.0	PART	15.0	[40, 13, 67]	O
415	like	O	141.0	INTJ	13.0	[43, 32, 2, 49]	O
415	the	O	3.0	DET	3.0	[67, 31, 49]	O
415	english	O	7961.0	PROPN	9.0	[49, 40, 35, 43, 32, 69, 31]	O
415	fans	O	2668.0	NOUN	0.0	[41, 26, 40, 69]	O
415	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
415	cant	O	284.0	NOUN	0.0	[0, 26, 40, 67]	O
415	even	O	73.0	ADV	5.0	[49, 33, 49, 40]	O
415	hold	O	129.0	INTJ	13.0	[31, 13, 43, 30]	O
415	a	O	74.0	DET	3.0	[26]	O
415	pint	O	14801.0	NOUN	0.0	[9, 32, 40, 67]	O
416	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
416	white	O	2335.0	ADJ	11.0	[24, 31, 32, 67, 49]	O
416	fluffy	O	1858.0	ADJ	11.0	[41, 43, 50, 41, 41, 79]	O
416	bird	O	14801.0	NOUN	0.0	[22, 32, 90, 30]	O
416	thing	O	649.0	NOUN	0.0	[67, 31, 32, 40, 35]	O
416	is	O	52.0	AUX	2.0	[32, 69]	O
416	a	O	74.0	DET	3.0	[26]	O
416	Bantam	O	8382.0	PROPN	9.0	[68, 26, 40, 67, 26, 72]	B
416	Chicken	O	14801.0	PROPN	9.0	[84, 31, 32, 0, 2, 49, 40]	I
416	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
416	'	O	573.0	PUNCT	8.0	[74]	O
416	re	O	13502.0	ADP	4.0	[90, 49]	O
416	show	O	76.0	VERB	14.0	[69, 31, 13, 24]	O
416	chickens	O	14801.0	NOUN	0.0	[0, 31, 32, 0, 2, 49, 40, 69]	O
417	It	O	1.0	PRON	1.0	[36, 67]	O
417	'	O	573.0	PUNCT	8.0	[74]	O
417	s	O	5354.0	PART	15.0	[69]	O
417	interesting	O	558.0	ADJ	11.0	[32, 40, 67, 49, 90, 49, 69, 67, 32, 40, 35]	O
417	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
417	the	O	3.0	DET	3.0	[67, 31, 49]	O
417	blood	O	5117.0	NOUN	0.0	[22, 43, 13, 13, 30]	O
417	is	O	52.0	AUX	2.0	[32, 69]	O
417	the	O	3.0	DET	3.0	[67, 31, 49]	O
417	red	O	2612.0	ADJ	11.0	[90, 49, 30]	O
417	bucket	O	14801.0	NOUN	0.0	[22, 50, 0, 2, 49, 67]	O
417	.	O	13.0	PUNCT	8.0	[4]	O
417	Is	O	1165.0	AUX	2.0	[36, 69]	O
417	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
417	a	O	74.0	DET	3.0	[26]	O
417	coincidence	O	14801.0	NOUN	0.0	[0, 13, 32, 40, 0, 32, 30, 49, 40, 0, 49]	O
417	Rhett	B	14801.0	PROPN	9.0	[59, 31, 49, 67, 67]	B
417	?	O	131.0	PUNCT	8.0	[55]	O
418	Zoo	O	14801.0	PROPN	9.0	[44, 13, 13]	B
418	saib	O	14801.0	X	6.0	[69, 26, 32, 22]	I
418	kawg	O	14801.0	NOUN	0.0	[2, 26, 24, 35]	O
418	Dab	O	14801.0	PROPN	9.0	[77, 26, 22]	I
418	Laug	O	14801.0	PROPN	9.0	[47, 26, 50, 35]	I
418	.	O	13.0	PUNCT	8.0	[4]	O
418	Kuj	O	14801.0	PROPN	9.0	[56, 50, 23]	B
418	ua	O	14801.0	NOUN	0.0	[50, 26]	O
418	ib	O	14801.0	X	6.0	[32, 22]	I
418	qhov	O	14801.0	X	6.0	[46, 31, 13, 33]	O
418	zoo	O	14801.0	NOUN	0.0	[3, 13, 13]	O
418	kawm	O	14801.0	NOUN	0.0	[2, 26, 24, 72]	O
418	thiab	O	14801.0	X	6.0	[67, 31, 32, 26, 22]	O
418	.	O	13.0	PUNCT	8.0	[4]	O
419	Aaawww	O	14801.0	INTJ	13.0	[21, 26, 26, 24, 24, 24]	O
419	,	O	61.0	PUNCT	8.0	[1]	O
419	I	O	7.0	PRON	1.0	[36]	O
419	was	O	71.0	AUX	2.0	[24, 26, 69]	O
419	looking	O	1115.0	VERB	14.0	[43, 13, 13, 2, 32, 40, 35]	O
419	forward	O	736.0	ADV	5.0	[41, 13, 90, 24, 26, 90, 30]	O
419	to	O	35.0	ADP	4.0	[67, 13]	O
419	homefront	B	14801.0	NOUN	0.0	[31, 13, 72, 49, 41, 90, 13, 40, 67]	O
419	.	O	13.0	PUNCT	8.0	[4]	O
419	:	O	29.0	PUNCT	8.0	[53]	O
419	(	O	235.0	PUNCT	8.0	[11]	O
420	Well	O	935.0	INTJ	13.0	[86, 49, 43, 43]	O
420	,	O	61.0	PUNCT	8.0	[1]	O
420	THANKS	O	14801.0	INTJ	13.0	[73, 54, 21, 19, 56, 25]	B
420	OBAMA	B	14801.0	INTJ	13.0	[6, 68, 21, 88, 21]	O
420	!	O	81.0	PUNCT	8.0	[65]	O
420	:	O	29.0	PUNCT	8.0	[53]	O
420	D	O	2257.0	NOUN	0.0	[77]	O
421	It	O	1.0	PRON	1.0	[36, 67]	O
421	must	O	178.0	AUX	2.0	[72, 50, 69, 67]	O
421	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
421	been	O	90.0	AUX	2.0	[22, 49, 49, 40]	O
421	easy	O	1250.0	ADJ	11.0	[49, 26, 69, 79]	O
421	to	O	35.0	ADP	4.0	[67, 13]	O
421	pick	O	1442.0	NOUN	0.0	[9, 32, 0, 2]	O
421	out	O	256.0	ADV	5.0	[13, 50, 67]	O
421	the	O	3.0	DET	3.0	[67, 31, 49]	O
421	items	O	6396.0	NOUN	0.0	[32, 67, 49, 72, 69]	O
421	for	O	10.0	ADP	4.0	[41, 13, 90]	O
421	Link	B	12667.0	NOUN	0.0	[47, 32, 40, 2]	O
421	'	O	573.0	PUNCT	8.0	[74]	O
421	s	O	5354.0	PART	15.0	[69]	O
421	side	O	3338.0	NOUN	0.0	[69, 32, 30, 49]	O
421	;	O	1625.0	PUNCT	8.0	[57]	O
421	he	O	1152.0	PRON	1.0	[31, 49]	O
421	hates	O	6640.0	VERB	14.0	[31, 26, 67, 49, 69]	O
421	40	O	1186.0	NUM	7.0	[51, 10]	O
421	,	O	61.0	PUNCT	8.0	[1]	O
421	000	O	14801.0	NUM	7.0	[10, 10, 10]	O
421	foods	O	14801.0	NOUN	0.0	[41, 13, 13, 30, 69]	O
421	.	O	13.0	PUNCT	8.0	[4]	O
422	Do	O	431.0	VERB	14.0	[77, 13]	O
422	not	O	556.0	PART	15.0	[40, 13, 67]	O
422	kill	O	853.0	VERB	14.0	[2, 32, 43, 43]	O
422	yourself	O	763.0	PRON	1.0	[79, 13, 50, 90, 69, 49, 43, 41]	O
422	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
422	do	O	421.0	VERB	14.0	[30, 13]	O
422	not	O	556.0	PART	15.0	[40, 13, 67]	O
422	kill	O	853.0	VERB	14.0	[2, 32, 43, 43]	O
422	others	O	7112.0	NOUN	0.0	[13, 67, 31, 49, 90, 69]	O
422	,	O	61.0	PUNCT	8.0	[1]	O
422	either	O	633.0	CCONJ	16.0	[49, 32, 67, 31, 49, 90]	O
422	.	O	13.0	PUNCT	8.0	[4]	O
423	Album	O	4410.0	PROPN	9.0	[21, 43, 22, 50, 72]	O
423	drops	O	4950.0	NOUN	0.0	[30, 90, 13, 9, 69]	O
423	on	O	137.0	ADP	4.0	[13, 40]	O
423	my	O	53.0	PRON	1.0	[72, 79]	O
423	birthday	O	1087.0	NOUN	0.0	[22, 32, 90, 67, 31, 30, 26, 79]	O
423	😌	O	14801.0	SYM	10.0	[92]	O
424	Na	O	11967.0	PROPN	9.0	[19, 26]	O
424	child	O	1499.0	NOUN	0.0	[0, 31, 32, 43, 30]	O
424	'	O	573.0	PUNCT	8.0	[74]	O
424	ll	O	9070.0	AUX	2.0	[43, 43]	O
424	stick	O	549.0	NOUN	0.0	[69, 67, 32, 0, 2]	O
424	to	O	35.0	ADP	4.0	[67, 13]	O
424	13	O	1178.0	X	6.0	[29, 20]	O
424	reasons	O	7044.0	NOUN	0.0	[90, 49, 26, 69, 13, 40, 69]	O
424	why	O	1236.0	ADV	5.0	[24, 31, 79]	O
425	When	O	315.0	ADV	5.0	[86, 31, 49, 40]	O
425	you	O	156.0	PRON	1.0	[79, 13, 50]	O
425	use	O	5328.0	VERB	14.0	[50, 69, 49]	O
425	the	O	3.0	DET	3.0	[67, 31, 49]	O
425	spare	O	14801.0	VERB	14.0	[69, 9, 26, 90, 49]	O
425	props	O	14801.0	NOUN	0.0	[9, 90, 13, 9, 69]	O
425	from	O	5.0	ADP	4.0	[41, 90, 13, 72]	O
425	Game	B	4779.0	NOUN	0.0	[12, 26, 72, 49]	O
425	of	I	45.0	ADP	4.0	[13, 41]	O
425	Thrones	I	14801.0	X	6.0	[73, 31, 90, 13, 40, 49, 69]	B
425	.	O	13.0	PUNCT	8.0	[4]	O
425	.	O	13.0	PUNCT	8.0	[4]	O
425	.	O	13.0	PUNCT	8.0	[4]	O
426	thought	O	1884.0	VERB	14.0	[67, 31, 13, 50, 35, 31, 67]	O
426	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
426	was	O	71.0	AUX	2.0	[24, 26, 69]	O
426	a	O	74.0	DET	3.0	[26]	O
426	GTA	B	14801.0	PROPN	9.0	[12, 73, 21]	B
426	map	O	12126.0	NOUN	0.0	[72, 26, 9]	O
426	at	O	55.0	ADP	4.0	[26, 67]	O
426	first	O	77.0	ADV	5.0	[41, 32, 90, 69, 67]	O
427	Loooool	O	14801.0	PROPN	9.0	[47, 13, 13, 13, 13, 13, 43]	B
427	you	O	156.0	PRON	1.0	[79, 13, 50]	O
427	two	O	11.0	NUM	7.0	[67, 24, 13]	O
427	together	O	270.0	ADV	5.0	[67, 13, 35, 49, 67, 31, 49, 90]	O
427	give	O	1014.0	VERB	14.0	[35, 32, 33, 49]	O
427	me	O	130.0	PRON	1.0	[72, 49]	O
427	life	O	323.0	NOUN	0.0	[43, 32, 41, 49]	O
427	.	O	13.0	PUNCT	8.0	[4]	O
427	EAT	O	14801.0	X	6.0	[28, 21, 73]	B
427	MA	O	9741.0	PROPN	9.0	[88, 21]	I
427	AYYYSSSS	O	14801.0	ADV	5.0	[21, 16, 16, 16, 25, 25, 25, 25]	I
428	He	O	244.0	PRON	1.0	[54, 49]	O
428	says	O	1471.0	VERB	14.0	[69, 26, 79, 69]	O
428	Honey	O	14801.0	PROPN	9.0	[54, 13, 40, 49, 79]	B
428	to	O	35.0	ADP	4.0	[67, 13]	O
428	much	O	2170.0	ADV	5.0	[72, 50, 0, 31]	O
428	!	O	81.0	PUNCT	8.0	[65]	O
428	!	O	81.0	PUNCT	8.0	[65]	O
428	!	O	81.0	PUNCT	8.0	[65]	O
428	!	O	81.0	PUNCT	8.0	[65]	O
429	Im	O	2256.0	PROPN	9.0	[36, 72]	O
429	so	O	79.0	ADV	5.0	[69, 13]	O
429	freaking	O	6609.0	VERB	14.0	[41, 90, 49, 26, 2, 32, 40, 35]	O
429	excited	O	947.0	ADJ	11.0	[49, 66, 0, 32, 67, 49, 30]	O
429	for	O	10.0	ADP	4.0	[41, 13, 90]	O
429	all	O	335.0	DET	3.0	[26, 43, 43]	O
429	the	O	3.0	DET	3.0	[67, 31, 49]	O
429	vlogs	O	14801.0	NOUN	0.0	[33, 43, 13, 35, 69]	O
429	coming	O	259.0	VERB	14.0	[0, 13, 72, 32, 40, 35]	O
429	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
429	month	O	1126.0	NOUN	0.0	[72, 13, 40, 67, 31]	O
429	it	O	70.0	PRON	1.0	[32, 67]	O
429	'	O	573.0	PUNCT	8.0	[74]	O
429	s	O	5354.0	PART	15.0	[69]	O
429	ridiculous	O	14801.0	ADJ	11.0	[90, 32, 30, 32, 0, 50, 43, 13, 50, 69]	O
429	😁	O	14801.0	SYM	10.0	[92]	O
429	love	O	1010.0	NOUN	0.0	[43, 13, 33, 49]	O
429	ya	O	1086.0	INTJ	13.0	[79, 26]	O
429	girl	O	3040.0	NOUN	0.0	[35, 32, 90, 43]	O
429	💕	O	14801.0	SYM	10.0	[92]	O
430	Did	O	644.0	AUX	2.0	[77, 32, 30]	O
430	anyone	O	758.0	PRON	1.0	[26, 40, 79, 13, 40, 49]	O
430	else	O	255.0	ADJ	11.0	[49, 43, 69, 49]	O
430	notice	O	2328.0	NOUN	0.0	[40, 13, 67, 32, 0, 49]	O
430	gaby	B	14801.0	NOUN	0.0	[35, 26, 22, 79]	O
430	gave	O	1285.0	VERB	14.0	[35, 26, 33, 49]	O
430	herself	O	14801.0	PRON	1.0	[31, 49, 90, 69, 49, 43, 41]	O
430	more	O	1816.0	ADJ	11.0	[72, 13, 90, 49]	O
430	soda	O	14801.0	NOUN	0.0	[69, 13, 30, 26]	O
430	than	O	724.0	ADP	4.0	[67, 31, 26, 40]	O
430	to	O	35.0	ADP	4.0	[67, 13]	O
430	diego	B	14801.0	NOUN	0.0	[30, 32, 49, 35, 13]	O
431	Lol	O	2760.0	PROPN	9.0	[47, 13, 43]	O
431	,	O	61.0	PUNCT	8.0	[1]	O
431	well	O	849.0	INTJ	13.0	[24, 49, 43, 43]	O
431	made	O	844.0	VERB	14.0	[72, 26, 30, 49]	O
431	me	O	130.0	PRON	1.0	[72, 49]	O
431	laugh	O	4373.0	INTJ	13.0	[43, 26, 50, 35, 31]	O
432	Fake	O	14801.0	VERB	14.0	[8, 26, 2, 49]	O
432	,	O	61.0	PUNCT	8.0	[1]	O
432	guy	O	693.0	NOUN	0.0	[35, 50, 79]	O
432	is	O	52.0	AUX	2.0	[32, 69]	O
432	sitting	O	3028.0	VERB	14.0	[69, 32, 67, 67, 32, 40, 35]	O
432	at	O	55.0	ADP	4.0	[26, 67]	O
432	the	O	3.0	DET	3.0	[67, 31, 49]	O
432	kerb	O	14801.0	X	6.0	[2, 49, 90, 22]	O
432	at	O	55.0	ADP	4.0	[26, 67]	O
432	the	O	3.0	DET	3.0	[67, 31, 49]	O
432	24	O	1048.0	NUM	7.0	[38, 51]	O
432	sec	O	6725.0	NOUN	0.0	[69, 49, 0]	O
432	mark	O	4069.0	NOUN	0.0	[72, 26, 90, 2]	O
432	.	O	13.0	PUNCT	8.0	[4]	O
433	Angela	B	14801.0	PROPN	9.0	[21, 40, 35, 49, 43, 26]	B
433	,	O	61.0	PUNCT	8.0	[1]	O
433	please	O	1502.0	INTJ	13.0	[9, 43, 49, 26, 69, 49]	O
433	stop	O	508.0	VERB	14.0	[69, 67, 13, 9]	O
433	asking	O	4239.0	VERB	14.0	[26, 69, 2, 32, 40, 35]	O
433	questions	O	741.0	NOUN	0.0	[46, 50, 49, 69, 67, 32, 13, 40, 69]	O
433	irrelevant	O	14801.0	ADJ	11.0	[32, 90, 90, 49, 43, 49, 33, 26, 40, 67]	O
433	to	O	35.0	ADP	4.0	[67, 13]	O
433	the	O	3.0	DET	3.0	[67, 31, 49]	O
433	great	O	181.0	ADJ	11.0	[35, 90, 49, 26, 67]	O
433	joke	O	2041.0	NOUN	0.0	[23, 13, 2, 49]	O
433	the	O	3.0	DET	3.0	[67, 31, 49]	O
433	comedian	O	14801.0	NOUN	0.0	[0, 13, 72, 49, 30, 32, 26, 40]	O
433	previously	O	14801.0	ADV	5.0	[9, 90, 49, 33, 32, 13, 50, 69, 43, 79]	O
433	tells	O	13108.0	NOUN	0.0	[67, 49, 43, 43, 69]	O
433	!	O	81.0	PUNCT	8.0	[65]	O
433	Sincerely	O	14801.0	ADV	5.0	[25, 32, 40, 0, 49, 90, 49, 43, 79]	O
433	,	O	61.0	PUNCT	8.0	[1]	O
433	Viewers	O	14801.0	NOUN	0.0	[62, 32, 49, 24, 49, 90, 69]	O
433	Management	O	14801.0	NOUN	0.0	[88, 26, 40, 26, 35, 49, 72, 49, 40, 67]	O
434	put	O	777.0	VERB	14.0	[9, 50, 67]	O
434	draymond	B	14801.0	NOUN	0.0	[30, 90, 26, 79, 72, 13, 40, 30]	O
434	on	O	137.0	ADP	4.0	[13, 40]	O
434	1993	B	14801.0	NUM	7.0	[29, 7, 7, 20]	O
434	Phoenix	I	2369.0	PROPN	9.0	[39, 31, 13, 49, 40, 32, 66]	B
434	Team	I	6806.0	NOUN	0.0	[73, 49, 26, 72]	O
434	.	O	13.0	PUNCT	8.0	[4]	O
434	.	O	13.0	PUNCT	8.0	[4]	O
434	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
434	team	O	1198.0	NOUN	0.0	[67, 49, 26, 72]	O
434	woud	O	14801.0	AUX	2.0	[24, 13, 50, 30]	O
434	n	O	489.0	PART	15.0	[40]	O
434	'	O	573.0	PUNCT	8.0	[74]	O
434	t	O	5427.0	NOUN	0.0	[67]	O
434	even	O	73.0	ADV	5.0	[49, 33, 49, 40]	O
434	make	O	1005.0	VERB	14.0	[72, 26, 2, 49]	O
434	playoff	O	14801.0	NOUN	0.0	[9, 43, 26, 79, 13, 41, 41]	O
435	Strength	O	14801.0	PROPN	9.0	[25, 67, 90, 49, 40, 35, 67, 31]	B
435	to	O	35.0	ADP	4.0	[67, 13]	O
435	everyone	O	829.0	PRON	1.0	[49, 33, 49, 90, 79, 13, 40, 49]	O
435	affected	O	14801.0	VERB	14.0	[26, 41, 41, 49, 0, 67, 49, 30]	O
435	.	O	13.0	PUNCT	8.0	[4]	O
435	I	O	7.0	PRON	1.0	[36]	O
435	made	O	844.0	VERB	14.0	[72, 26, 30, 49]	O
435	a	O	74.0	DET	3.0	[26]	O
435	miscalculation	O	14801.0	NOUN	0.0	[72, 32, 69, 0, 26, 43, 0, 50, 43, 26, 67, 32, 13, 40]	O
435	last	O	23.0	ADJ	11.0	[43, 26, 69, 67]	O
435	night	O	125.0	NOUN	0.0	[40, 32, 35, 31, 67]	O
435	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
435	I	O	7.0	PRON	1.0	[36]	O
435	regret	O	968.0	X	6.0	[90, 49, 35, 90, 49, 67]	O
435	it	O	70.0	PRON	1.0	[32, 67]	O
435	.	O	13.0	PUNCT	8.0	[4]	O
435	Stay	O	9384.0	VERB	14.0	[25, 67, 26, 79]	O
435	safe	O	2204.0	ADJ	11.0	[69, 26, 41, 49]	O
435	everybody	O	254.0	PRON	1.0	[49, 33, 49, 90, 79, 22, 13, 30, 79]	O
435	the	O	3.0	DET	3.0	[67, 31, 49]	O
435	coming	O	259.0	VERB	14.0	[0, 13, 72, 32, 40, 35]	O
435	days	O	355.0	NOUN	0.0	[30, 26, 79, 69]	O
435	as	O	248.0	ADV	5.0	[26, 69]	O
435	I	O	7.0	PRON	1.0	[36]	O
435	understood	O	9033.0	INTJ	13.0	[50, 40, 30, 49, 90, 69, 67, 13, 13, 30]	O
435	there	O	1692.0	ADV	5.0	[67, 31, 49, 90, 49]	O
435	is	O	52.0	AUX	2.0	[32, 69]	O
435	a	O	74.0	DET	3.0	[26]	O
435	chance	O	347.0	NOUN	0.0	[0, 31, 26, 40, 0, 49]	O
435	of	O	45.0	ADP	4.0	[13, 41]	O
435	more	O	1816.0	ADJ	11.0	[72, 13, 90, 49]	O
435	to	O	35.0	ADP	4.0	[67, 13]	O
435	come	O	285.0	VERB	14.0	[0, 13, 72, 49]	O
435	!	O	81.0	PUNCT	8.0	[65]	O
435	!	O	81.0	PUNCT	8.0	[65]	O
435	!	O	81.0	PUNCT	8.0	[65]	O
435	!	O	81.0	PUNCT	8.0	[65]	O
436	Ace	B	14801.0	PROPN	9.0	[21, 0, 49]	B
436	had	O	120.0	AUX	2.0	[31, 26, 30]	O
436	No	O	1970.0	INTJ	13.0	[19, 13]	O
436	Chance	O	14801.0	NOUN	0.0	[84, 31, 26, 40, 0, 49]	O
